Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Lorna,5.0,Royaume-Uni,,beau bâtiment à l'intérieur et à l'extérieur avec des caractéristiques impressionnantes comme des écrans à la réception et au bar.,"endroit très fréquenté, ressemblait plus à un numéro qu'à un invité apprécié d'un hôtel 4 étoiles - un peu comme s'enregistrer sur un bateau de croisière. Nous nous sommes sentis déçus dans quelques domaines; avant l'enregistrement, nous avons été accueillis par du personnel à l'extérieur des portes d'entrée vérifiant notre statut de vaccination covid, nous demandant de mettre un bracelet en papier au poignet et nous avons supposé que cela devait être porté pendant la durée de notre séjour car on ne nous avait pas dit le contraire. Nous sommes ensuite entrés à la réception pour nous enregistrer et on m'a remis une enveloppe d'hôtel avec une lettre de bienvenue en français et des cartes-clés, pas beaucoup d'autres informations proposées. à part un membre du personnel amical demandant d'où nous venions, etc. Et certainement rien n'a été dit sur la procédure du bracelet. Entré dans la pièce à l'écran de télévision m'accueillant en tant que M. quand je suis une Miss. les serviettes sont remplacées tous les jours mais les sachets d'eau et de café/lait ne sont pas remplacés. lits assez durs et pas de climatisation même si j'ai tenté de fonctionner. La chambre était très étouffante. Des lits simples ou séparés auraient été mieux pour une famille de 1 adulte, 3 grands enfants mais avec deux lits doubles, nous n'avons pas très bien dormi, aggravé par la musique jouée par l'hôtel à l'extérieur jusqu'au petit matin (j'ai appelé la réception à 1h du matin première nuit pour demander qu'il soit éteint) les 2 nuits suivantes, la musique a continué et elle s'est éteinte tôt le matin et s'est rallumée à 7 heures du matin, ce qui était assez irritant. Nous semblions être dans ce qui pourrait être une chambre communicante car il y avait une porte et une très mauvaise insonorisation entre les chambres et nous étions réveillés très tôt chaque matin par un sèche-cheveux à côté! Le bouchon de bain n'était pas scellé, nous ne pouvions donc pas prendre de bain, la ligne téléphonique était déconnectée si nous déplacions le téléphone. Nous n'avons pas pu nous connecter au compte Disney plus et avons demandé de l'aide, mais on nous a dit que quelqu'un ne pouvait pas venir avant le lendemain - nous n'avons jamais pu regarder de films Disney dans cet hôtel Disney, ce qui était vraiment décevant. J'ai appelé la réception pour expliquer que je ne pouvais pas faire fonctionner le sèche-cheveux - on m'a dit qu'un nouveau sèche-cheveux serait envoyé dans la chambre.",Octobre 2021,Commentaire envoyé le 13 octobre 2021,newYork
Kevin,1.0,Belgique,,Le lobby mais c'est là que la magie Disney s'est terminée. Accessible aux fauteuils roulants,"Pas de cheveux dans mon petit-déjeuner aurait été formidable pour commencer La chambre n'était pas comme celle demandée (lit superposé au lieu d'un canapé) De plus, si vous envisagez d'aller à Disney et d'utiliser leur téléviseur, vous ne pourrez pas le contrôler de plus loin 30 cm de la télé elle-même. La chambre que nous avons eue était grande mais surtout parce qu'elle était configurée dans l'esprit s'il y avait un fauteuil roulant. La salle de bain ressemblait à une salle de bain d'hôpital. Ne vaut pas les 1000 que nous avons dépensés pour la nuit",Juillet 2021,Commentaire envoyé le 26 septembre 2021,newYork
Stephen,5.0,France,,,"La chambre 2184 était très froide, le chauffage ne fonctionnait pas",Septembre 2021,Commentaire envoyé le 17 septembre 2021,newYork
Nizar,3.0,Canada,,les services et la nourriture très mauvais pour le rapport qualité prix,"les lits dans la chambre, et le comportement des trucs et les options et la qualité de la nourriture",Septembre 2021,Commentaire envoyé le 16 septembre 2021,newYork
Maryam,5.0,Émirats arabes unis,,L'emplacement et les chambres étaient belles et spacieuses,La nourriture du service de chambre était horrible,Août 2021,Commentaire envoyé le 13 août 2021,newYork
Taoufik,1.0,France,,Rien à aimer ici,Nourriture Taille de la chambre Personnel Service Installations Prix Le personnel n'était pas gentil et pas content d'être là. La nourriture était horrible au Parc et au restaurant Manhattan. La chambre est vraiment petite pour 4 personnes et manque de lumière. C'est un hôtel 2 étoiles à éviter à tout prix. Cela ne vaut pas le prix. Trop cher,Août 2021,Commentaire envoyé le 1 août 2021,newYork
Genti,5.0,Albanie,,,Le personnel n'était pas serviable. Le dîner était très difficile à réserver dans les restaurants de l'hôtel. Politiques très injustes de l'hôtel pour les clients qui ont effectué la réservation via booking.com.,Juillet 2021,Commentaire envoyé le 21 juillet 2021,newYork
Anonyme,9.0,Turquie,,"l'emplacement, le personnel, la taille des chambres","le nettoyage des chambres peut être meilleur, la nourriture à manhattan devrait considérablement s'améliorer",Novembre 2022,Commentaire envoyé le 26 novembre 2022,newYork
Anonyme,9.0,Arabie saoudite,,emplacement,ne pas,Août 2022,Commentaire envoyé le 20 août 2022,newYork
Anonyme,10.0,Émirats arabes unis,,c'était incroyable l'emplacement est parfait le personnel est sympathique et gentil,la table entre les 2 lits était un peu pointue,Mars 2022,Commentaire envoyé le 1 avril 2022,newYork
Anonyme,9.0,Émirats arabes unis,,le service était excellent et le personnel était excellent en communication et gentil avec les visiteurs,,Mars 2022,Commentaire envoyé le 18 mars 2022,newYork
Anonyme,10.0,Royaume-Uni,,"Des œuvres d'art incroyables, des installations incroyables, les chambres sont spacieuses et parfaites pour les familles. La station de super-héros était un vrai moment fort !",Le petit déjeuner est très cher,Août 2021,Commentaire envoyé le 18 août 2021,newYork
Anonyme,6.0,Koweït,,la climatisation était très mauvaise,,Juillet 2022,Commentaire envoyé le 21 juillet 2022,newYork
Francois,9.0,Belgique,,,"le personnel pourrait être plus sympathique, cela ne s'applique pas à tout le monde",Janvier 2023,Commentaire envoyé le 9 janvier 2023,newYork
Luciana,7.0,Brésil,,A côté des parcs Disney. Grande chambre.,les oreillers m'ont laissé mal au dos pendant t,Janvier 2023,Commentaire envoyé le 8 janvier 2023,newYork
Fons,10.0,Belgique,,Tout est parfait,Rien,Janvier 2023,Commentaire envoyé le 5 janvier 2023,newYork
Sabine,8.0,Allemagne,,"est très central, bien fait pour les fans de Marvel","Piscine grande mais assez ennuyeuse, il pourrait y avoir une silhouette dans l'eau ou un toboggan ou quelque chose comme ça",Décembre 2022,Commentaire envoyé le 2 janvier 2023,newYork
Aston,8.0,Pays-Bas,,"Vue, personnel et itinéraire vers le parc",Qu'ils ne vendent toujours pas de livres en anglais alors qu'un public international vient depuis des années Avoir des livres merveilleux tous en français,Décembre 2022,Commentaire envoyé le 28 décembre 2022,newYork
מוטי,10.0,Israël,,"Tout est parfait, propre, personnel agréable, service excellent",,Novembre 2022,Commentaire envoyé le 17 novembre 2022,newYork
Sedat,7.0,Turquie,,Propre,,Novembre 2022,Commentaire envoyé le 16 novembre 2022,newYork
Rogério,8.0,Brésil,,localisation,"Difficulté à réserver un restaurant, ils ont promis un meilleur accès aux héros Marvel et réservation uniquement via l'application, etc. L'hôtel est bon, mais il promet beaucoup qu'il ne livre pas. Mauvais coût x avantage. C'était l'anniversaire de mon fils et c'est pourquoi j'ai réservé là-bas. J'ai envoyé des msg avant. Pratiquement aucune attention particulière",Septembre 2022,Commentaire envoyé le 26 octobre 2022,newYork
Helder,10.0,Portugal,,"emplacement, personnel moderne et sympathique",,Octobre 2022,Commentaire envoyé le 9 octobre 2022,newYork
Kaid,10.0,Arabie saoudite,,Propreté du lieu. Placer. Il existe de nombreux postes.,"Aucune réponse du personnel de la réception. Il y a une foule inexpliquée à la réception. Vous ne pouvez pas gérer la réservation avant l'arrivée ; Où il n'y a pas de téléphone ou d'e-mail du père auquel répondre. La sortie est à 11h, et le dérangement commence à quitter la salle à partir de 9h.",Septembre 2022,Commentaire envoyé le 27 septembre 2022,newYork
Dayana,10.0,États-Unis,,Tout!!! Les hôtels Disney sont excellents !!!,"C'est la première fois depuis toutes ces années que j'utilise un hôtel Disney, une croisière dont le personnel est impoli !!!",Septembre 2022,Commentaire envoyé le 20 septembre 2022,newYork
Ibrahim,7.0,Arabie saoudite,,accueil et sortie,"Le personnel était impoli, surtout avec les enfants, et l'équipe de la piscine et de la salle de gym était complètement non professionnelle",Septembre 2022,Commentaire envoyé le 19 septembre 2022,newYork
Francesco,8.0,Suisse,,confortable voisin moderne,"il faut plus de disponibilité dans la restauration, il est difficile de trouver une place même longtemps à l'avance dans un restaurant à la carte de l'hôtel",Septembre 2022,Commentaire envoyé le 14 septembre 2022,newYork
Flower,8.0,Suisse,,"Marvel, la figure",trop cher pour ce qui est proposé,Septembre 2022,Commentaire envoyé le 13 septembre 2022,newYork
Konrad,8.0,Autriche,,,"Dans un hôtel de cette catégorie, on s'attendrait à ce qu'il y ait de l'eau fraîche dans la chambre tous les jours.Il y a aussi un minibar, mais il n'est pas tactile.",Août 2022,Commentaire envoyé le 4 septembre 2022,newYork
Ifat,8.0,Israël,,"Proche du parc, un endroit mignon et agréable",,Août 2022,Commentaire envoyé le 3 septembre 2022,newYork
Philipp,10.0,Suisse,,De loin l'hôtel le plus thématique et le plus pertinent sur la technologie de la culture pop de la planète. Un must absolu,"Seuls les prix des chambres sont bien sûr excessifs. En conséquence, l'hôtel éclipse immensément les parcs associés en exclusivité, ce qui n'a peut-être pas de sens à 100%. Mais Disney post-pandémique coûte cher, vous le savez.",Septembre 2022,Commentaire envoyé le 1 septembre 2022,newYork
Silvano,8.0,Italie,,"Structure MAGNIFIQUE, chaque nouvelle étape est accompagnée de l'exclamation WOW ; Chambres spacieuses et bien meublées, lit très confortable; Une vue à couper le souffle; espace piscine et bain à remous un peu encombré mais agréable et propre; PERSONNEL D'EXCELLENCE, hautement qualifié et vraiment très serviable et courtois; skybar vraiment agréable et propre","Le seul bémol, le nettoyage des chambres, la nôtre avait de la poussière partout ; sur la machine à café, sur les tables, taches sur les chaises et canapés, salle de bain poussiéreuse et poils divers dans la baignoire ; un hôtel de ce niveau pour 800 € la nuit ne peut pas se le permettre, la propreté est une chose de base, même la dernière des auberges devrait l'avoir",Août 2022,Commentaire envoyé le 30 août 2022,newYork
Parrini,10.0,Royaume-Uni,,L'immersion complète dans le monde Marvel.,tout va bien,Août 2022,Commentaire envoyé le 7 août 2022,newYork
Guita,9.0,Mozambique,,La localisation,,Juillet 2022,Commentaire envoyé le 1 août 2022,newYork
Alexandera,7.0,Israël,,"Mauvais petit déjeuner, il n'y avait pas de fromages et de légumes",Le prix est très cher pour l'hébergement !!!! Petit déjeuner pas varié et très cher !!!,Juillet 2022,Commentaire envoyé le 31 juillet 2022,newYork
Kim,10.0,Pays-Bas,,"tout, le luxe, la distance au parc, les chambres sont délicieuses❤️",en fait tout va bien ici,Juillet 2022,Commentaire envoyé le 30 juillet 2022,newYork
Julieta,10.0,Argentine,,tous,rien d'excellent tout,Juillet 2022,Commentaire envoyé le 29 juillet 2022,newYork
Marion,8.0,Allemagne,,"très central et à quelques pas du parc Disney, chien d'assistance accepté pour mon petit-fils sans aucun problème",rien,Juillet 2022,Commentaire envoyé le 27 juillet 2022,newYork
Bobby,10.0,Pays-Bas,,meilleur hôtel disney!,rien,Juillet 2022,Commentaire envoyé le 25 juillet 2022,newYork
Yousuf,10.0,Qatar,,Emplacement et taille des chambres,Rien,Juin 2022,Commentaire envoyé le 15 juillet 2022,newYork
Daniela,9.0,Italie,,J'ai vraiment aimé le buffet du petit déjeuner car il y avait beaucoup de choix et de bonne qualité. Il faut payer un supplément et c'est très cher comme tout dans les parcs mais plus que bien.,"Le coût élevé du séjour devrait certainement inclure quelque chose de plus pour les invités. Je déconseille absolument Booking car cela vous fait payer plus cher que le Parc Disneyland, cela ne donne pas accès aux Parcs et surtout pas le moins du monde à aucun email qui leur est envoyé pour demander des informations ou clarifier des problèmes.",Juillet 2022,Commentaire envoyé le 11 juillet 2022,newYork
Hamad,8.0,Arabie saoudite,,Proximité et propreté,,Juillet 2022,Commentaire envoyé le 5 juillet 2022,newYork
