Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Chloe,7.0,49,belle hôtel mais excessivement cher pour la prestation .,"le bâtiment en lui mêle et sa décoration très jolie .  la piscine est chaude , et la salle de sport plutôt bien équipée . la décoration de la chambre est jolie et de belle surface . petit déjeuner super","dans la chambre 1 des 2 bouteilles d eau fournie était entamée .. il y a de nombreuses taches sur le sol de la chambre (1124 )  pas de brosse dans les wc  il y a 2 lits dans la chambre 2 personnes mais taille 140x200 , c est tttttout petit on a passé une nuit biz serré lol  28€ le petit déjeuner , c est très cher .",7,Commentaire envoyé le 9 janvier 2022,2
Stef2909,10.0,79,Exceptionnel,"L'ambiance, la déco moderne, la chambre spacieuse",Inconnu,7,Commentaire envoyé le 8 janvier 2022,2
Paul,8.0,49,Très bien,Proche du parc neuf  propre,Organisation du bracelet pour le pass mauvaise,15,Commentaire envoyé le 7 janvier 2022,2
Adrien,9.0,49,Séjour très agréable aux portes du Parc Disneyland,"Séjour Fabuleux ! Très bel établissement, avec du personnel aimable et accueillant. Les chambres sont calmes et propres. Les lits doublent mériteraient d'être un peu plus grand.",Les tarifs de restauration sont trop élevés dans l'établissement.,7,Commentaire envoyé le 7 janvier 2022,2
Zarb,10.0,49,Exceptionnel,Le personnel est d'une gentillesse incroyable.  Hôtel très agréable.,Je trouve moyen le fait que l'on nous dise le parc est ouvert à partir de 8h30 le matin  Alors que nous pouvons faire aucune attractions.  Et nous puissions pas nous connecter directement au dessins animés à la télévision .,7,Commentaire envoyé le 7 janvier 2022,2
Marcia,10.0,79,Exceptionnel,"J'ai adoré l'hôtel tout nouveau, tous les arts de Marvel,  les cast members, personnel, son très sympathique et efficaces,  les petit déjeuner, le souper, a 8 min a pied du parc la propreté, séjour inoubliable, c'est domage que c'est fini, c'était un rêve pour ma fille de 14 et on est pas déçu",Inconnu,7,Commentaire envoyé le 6 janvier 2022,2
Aurore,8.0,79,Très bien,Le thème,Les prix,7,Commentaire envoyé le 5 janvier 2022,2
Laire,8.0,49,Très bien,Inconnu,"Il Manquait dans une chambre un set de toilette et un savon . Très déçue on était plusieurs a aller à la piscine et le distributeurs de maillots en panne aucun moyen de l ouvrir,nous n avons pas pu profiter pour le prix je trouve ça dommage.",7,Commentaire envoyé le 3 janvier 2022,2
Ahmed,9.0,49,Sans regret,Inconnu,La nourriture,7,Commentaire envoyé le 2 janvier 2022,2
Terry,8.0,49,Très bien,"L'hôtel près du Parc, les décors, la gentillesse du personnel, le parking accessible.","Le prix du repas, trop excessif pour un buffet.  La boutique Marvel, trop petite, très peu de choix d'achats",15,Commentaire envoyé le 2 janvier 2022,2
Marine,7.0,49,Merci Jean,"accueil parfait, une arrivée plus que compliqué mais un certain Monsieur « Giovanni» responsable relation client il me semble a su faire le nécessaire pour répondre à notre besoin et notre demande merci à lui car sans quoi nous serions repartis","chambre de petite taille pas comme sur le site internet, pas de possibilité d’ouvrir les fenêtres …  lavabo bouché…",7,Commentaire envoyé le 1 janvier 2022,2
Laurence,8.0,79,Très chouette et agréable,"Univer, qualité de la literie, chambre bien insonorisées, personnel très sympa",Soucis activations clé chambre quand elles ne le sont pas toutes en même temps.,15,Commentaire envoyé le 31 décembre 2021,2
Pascale,8.0,49,Très bien,"Je trouve que l’accueil à la réception est à revoir, pas de sourire par contre au restaurant ils sont très souriant la chambre est superbe je reviendrai",Inconnu,15,Commentaire envoyé le 31 décembre 2021,2
Pierre,9.0,49,Fabuleux,La disponibilité et la sympathie du personnel,Salle de bain pas hyper propre et quelques finitions à revoir. Salon empire lounge pas terrible niveau déco.,15,Commentaire envoyé le 30 décembre 2021,2
Muriel,10.0,49,Exceptionnel,La chambre vue sur la rue de Disney village et le lac incroyable,Inconnu,15,Commentaire envoyé le 28 décembre 2021,2
Patrick,9.0,49,Un rêve,"La machine à café , c'était une belle attention, la politesse du personnel, et la taille de la chambre.",Inconnu,15,Commentaire envoyé le 28 décembre 2021,2
Sandra,10.0,62,Exceptionnel,L’hôtel est féerique dans la continuité du parc Disney d’autant plus dans cette période de fêtes.,Inconnu,15,Commentaire envoyé le 28 décembre 2021,2
Malika,10.0,49,Exceptionnel,"L'hôtel est très classe, très agréable,  de très belles représentations des héros Marvel. Nous étions littéralement plongé dans l'univers Marvel. Le personnel est très accueillant. Tout était parfait.",Rien,15,Commentaire envoyé le 27 décembre 2021,2
Christopher,7.0,49,"Fan de comics vous allez vous regaler, préparer vous cependant à payer","L’hôtel est magnifique. En tant que fan de comics, c’était incroyable de voir les détails apportés. Le tout est moderne, chic et donne l’impression d’être transporté totalement ailleurs. Le personnel très accueillant et chaleureux était toujours présent si nous en avions besoin.","Nous y sommes allés pour le réveillon de Noël et donc le matin du 25/12. Il n’y a malheureusement eu aucune magie de Noël. La décoration était très minimaliste : même les chansons de l’hôtel étaient les classiques. Je pense aux enfants qui étaient présents, je ne sais pas si l’hôtel les a fait rêver. En ce qui concerne les prix, évidemment nous savions qu’à Disney tout était plus cher, mais nous avons tout dé même était surpris. 80€ le repas de Noël au Downtown restaurant, pour un buffet à volonté où il n’y avait strictement rien de plus dans le thème de Noël c’est assez cher. 28€ par personne pour un petit déjeuner bon mais au final assez classique, c’est également cher. Heureusement que Disney accueille majoritairement des étrangers qui sont plus à même de ne pas faire attention à tout cela, c’est vraiment dommage. En résumé, nous pourrons potentiellement revenir dans cet hôtel, en basse saison, certainement pas pour les fêtes de fin d’année.",15,Commentaire envoyé le 26 décembre 2021,2
Ced29,9.0,49,Fabuleux,Décoration + confort,Tarif des chambres... Sans petit-déjeuner à régler en supplément... A 28 € par personne !!,15,Commentaire envoyé le 25 décembre 2021,2
Henri,8.0,49,bon emplacement petits budgets s’abstenir,l’emplacement,le niveau de l’ambiance Marvel,23,Commentaire envoyé le 24 décembre 2021,2
Francois,10.0,49,week-end en famille,l’hôtel est très beau,Inconnu,15,Commentaire envoyé le 23 décembre 2021,2
Michael,8.0,49,Marvellement bien,Le décor et l’esprit Marvel,Prix élevé. L’accès à Disney+ devrait être inclus pour ceux qui ne possède pas de compte afin de découvrir l’ensemble du service de streaming.,15,Commentaire envoyé le 19 décembre 2021,2
Michael,8.0,49,Chouette mais onéreux,Le décor et les repas,Prix élevé,15,Commentaire envoyé le 19 décembre 2021,2
Claudine,9.0,49,tout était parfait,"Gentillesse et disponibilté du personnel,le confort des chambres et le design  de l'hotel fabuleux !!! Nous étions en chambre supérieur le prix est justifié ,le petit déjeuner au petit restaurant avec son centre en arrondie un bon rapport qualité prix  Nous y reviendrons avec plaisir en pensant à prendre nos maillot de bain",tout fut apprécié rien à dire de négatif,15,Commentaire envoyé le 16 décembre 2021,2
Nicolas,10.0,79,Exceptionnel,L hôtel est juste magnifique. Se promener et decouvrir les œuvres est un véritable plaisir,La propreté dans les couloirs est a revoir,15,Commentaire envoyé le 16 décembre 2021,2
Metais,10.0,49,excellent,tout,rien,15,Commentaire envoyé le 15 décembre 2021,2
Estelle,10.0,49,incroyable,incroyable,rien tout était parfait,15,Commentaire envoyé le 15 décembre 2021,2
Philippe,10.0,49,tres tres bien,rien a dire tout etait parfait,Inconnu,1,Commentaire envoyé le 15 décembre 2021,2
Elsa,9.0,49,Inoubliable,C’était parfait je le conseil,Inconnu,1,Commentaire envoyé le 12 décembre 2021,2
Christelle,10.0,49,Disney magique,la proximité et la gentillesse du personnel et le confort des chambres,la vérification constante du pass sanitaire,15,Commentaire envoyé le 12 décembre 2021,2
Nathalie,8.0,49,Très bien,"Le magasin La piscine,",Inconnu,15,Commentaire envoyé le 12 décembre 2021,2
Mélanie,10.0,49,Exceptionnel,La décoration Le thème de l'hôtel La propreté La gentillesse du personnel Tout ce qui est proposé pour les enfants,La vue de ma chambre n'était pas extra,15,Commentaire envoyé le 11 décembre 2021,2
Yvan,7.0,49,sympa mais trop trop cher,les décors et le confort de la chambre,"très mauvaise gestion des flux (filtrage, covid), demandez moi j ai plein de solution  trop d employés qui ne font rien  la zone de Fitness Marvel fermée à cause du gel alors Qu il ne fait pas très froid elle sera fermée 6 mois dans l année en France ! inacceptable pour le prix de la chambre",15,Commentaire envoyé le 11 décembre 2021,2
Christelle,9.0,90,excellent sejour ! magnifique hôtel !,le petit dejeuner excellent !!! on aurait envie d y passer la matinée.. l écran tv dans la chambre et la décoration énorme !!  un superbe hotel !,notre produit douche de salle de bain était vide..  et dommage que l on est pas vu un personnage de marvel à l hotel .,15,Commentaire envoyé le 10 décembre 2021,2
Frédéric,10.0,49,Exceptionnel,Très bel établissement. De très bons équipements. TV miroir. Spacieuse.,Inconnu,15,Commentaire envoyé le 10 décembre 2021,2
Sandrine,9.0,49,Haut,tout,Inconnu,1,Commentaire envoyé le 7 décembre 2021,2
Isabelle,9.0,79,juste magique…,la décoration et le petit déjeuner,Inconnu,15,Commentaire envoyé le 6 décembre 2021,2
Sébastien,10.0,79,J'aime plus que 3x1000,L'hôtel est magnifique . On se retrouve très vite dans l'univers MARVEL. Le personnel est à l'écoute et présent. Le petit déjeuner est juste exceptionnel. Il y en a pour tous les gouts. Le bar de l'hôtel est juste hallucinant.,Inconnu,15,Commentaire envoyé le 6 décembre 2021,2
Dominique,10.0,49,"Nous avons passé les 2 journées aux parcs Disney, du coup nous avons peu profité de l'hôtel","Tout était parfait !  Le décor, le personnel et ses attentions... Nous avons passé un séjour exceptionnel.  Merci à tous","Ne pas avoir plus profité de l'hôtel et de toutes ses prestations (cours de dessin, salle de sport, piscine...)",15,Commentaire envoyé le 5 décembre 2021,2
Elodie,8.0,49,Une super proximité,Le décors de l 'hotel et des chambres Design vraiment réussi des chambres,Pas de peignoirs en chambre plus d une demie heure d attente pour avoir les peignoirs après appel  Restauration pas attrayante... Pas vu le thème ds les restaurants... Jacuzzi de la piscine hors service...,15,Commentaire envoyé le 5 décembre 2021,2
Celine,10.0,49,séjour de rêve à faire et à refaire,"la thématisation est faite de façon très classe , l’accueil est chaleureux, l’emplacement est idéal pour se rendre à Disney à pied",les salles de restaurant sont bruyantes et un peu petites au vue de la taille de l’hôtel,15,Commentaire envoyé le 5 décembre 2021,2
Francis,10.0,79,la magie de Disney est permanente,décor et décoration de Noël,robinetterie baignoire difficile à tourner avec les mains humides. manque un bon mitigeur.,15,Commentaire envoyé le 5 décembre 2021,2
Laure,10.0,49,Beau souvenir,"Très joli, beau design, accueil agréable. Je recommande","L'attente pour passer la sécurité pour accéder à Disney village, plus de 40 minutes le matin",15,Commentaire envoyé le 3 décembre 2021,2
Gael,10.0,49,Une parenthèse enchantée.,"La chambre spacieuse, les équipements haut de gamme, la propreté des lieux, le design et le haut standing de l'hôtel. Nous espérons que si nous revenons l'année prochaine tout sera toujours parfait.",Inconnu,15,Commentaire envoyé le 3 décembre 2021,2
Ndejonge,9.0,79,Séjour anniversaire,"C'était vraiment génial...super expérience. Tout était parfait. Beaucoup d'extra : petit déjeuner,  en cas de 16 à 18h, boissons à volonté jusque 22h,...","A améliorer : la taille des peignoirs, prévoir du XL. Des cabines famille à la piscine. Pourquoi fermer Jacuzzi,  hammam et sauna à cause du COVID ? Prévoir de l'espace pour déposer ses affaires personnelles dans la salle de bain. Prévoir de l'espace dans la chambre pour poser ses valises ou pour ranger ses vêtements. C'est des suggestions. Chambre superbe",15,Commentaire envoyé le 2 décembre 2021,2
Maxime,7.0,49,bon séjour a part la mauvaise nuit qui nous aurait permis d’être moins fatiguė,bel hôtel bon emplacement par rapport au parc,nous avions la chambre 2234 et hier soir toute la soirée jusqu’à minuit et ce matin de bonne heure il y’avait les bruits incésents des chaises qui traîner sur le sol impossible de dormir correctement c’est vraiment dommage car le reste c’était bien,15,Commentaire envoyé le 1 décembre 2021,2
Tara,10.0,49,Exceptionnel,J’ai tout aimé,Rien,1,Commentaire envoyé le 1 décembre 2021,2
Aurelie,8.0,79,Très bien,Les cast étaient géniaux. Le petit déjeuner excellent. Situation génial,Le ménage dans la chambre n etait pas au top niveau poussière...,1,Commentaire envoyé le 1 décembre 2021,2
Titziana,8.0,79,séjour parfait en famille,super séjour dans cet hôtel fraîchement rénové ! nos enfants se sont éclatés !!,rien,1,Commentaire envoyé le 1 décembre 2021,2
